Company_Name,Founder_Name,Founder_linkedin_id,No_of_Employees,Funding_Type,Year_Founded,Software_Type,Industry_Type,Category,Size_of_Company,Company_Website,Company_Linkedin_id,City,Address,Short_Desription
Avery Telehealth,Mark Aspenson,https://www.linkedin.com/in/mark-aspenson-a2335616/,1-10 employees,Self-funded,2009,B2B SaaS,Healthcare,On-Demand Services,Startup,www.averytelehealth.com,https://www.linkedin.com/company/avery-telehealth/about/,Phoenix,"8585 E Bell Rd #102, Scottsdale, AZ 85260",Telehealth engagement for health care providers
Avolve Software,Lance Clark,https://www.linkedin.com/in/lance-clark-5403392/,11-50 employees,Self-funded,2006,B2G,Government,Document Management,Small,www.avolvesoftware.com,https://www.linkedin.com/company/avolve-software/about/,Phoenix,"21001 N Tatum Blvd., STE 1630-503, Phoenix, AZ 85050, USA",Digital construction document mgmt s/w for governments
Avontage,Sean Sarram,https://www.linkedin.com/in/sean-sarram-95ab961/,1-10 employees,Self-funded,2017,B2B SaaS,Horizontal,Sales and Marketing,Startup,www.avontage.com,https://www.linkedin.com/company/avontage/about/,Phoenix,"Scottsdale, AZ",Business bartering platform for service businesses
Axon (formerly Taser Intl.),Rick Smith,https://www.linkedin.com/in/axonrick/,501-1000 employees,Public,1993,B2B SaaS,Legal,Document Management,Large,www.axon.com,https://www.linkedin.com/company/axon-protect-life/about/,Phoenix,"17800 N 85th St, Scottsdale, AZ 85255",Evidence mgt software and devices for law enforcement
Axway,Patrick Donovan,https://www.linkedin.com/in/pmdonovan67,1001-5000 employees,Public,2001,B2B SaaS,Horizontal,Business Mgt and ERP,Large,www.axway.com,https://www.linkedin.com/company/axway/about/,Phoenix,"16220 North Scottsdale Road, Suite 500, Scottsdale, AZ 85254, US",Enterprise integration and EDI technologies
B2Gnow,Justin Talbot-Stern,https://www.linkedin.com/in/justints/,51-200 employees,VC-funded,1999,B2B SaaS,Horizontal,HR and Recruiting,Medium,www.b2gnow.com,https://www.linkedin.com/company/b2gnow/about/,Phoenix,725 W McDowell Rd Phoenix AZ 85007,Diversity Management Software
Backbone Communications,Leah Dines,https://www.linkedin.com/in/leah-dines-0979889/,11-50 employees,Self-funded,1999,B2B SaaS,Education,eLearning,Small,backbonecommunications.com,https://www.linkedin.com/company/backbone-communications/about/,Phoenix,"24 W Camelback Road Suite A-422, Phoenix, AZ 85013",Education Software Tools
Baltu Technologies,Peter Costa,https://www.linkedin.com/in/peteycosta/,1-10 employees,Self-funded,2017,B2B SaaS,Horizontal,eLearning,Startup,baltutech.com,https://www.linkedin.com/company/baltutech/about/,Phoenix,"Mesa, AZ",Training platform
Baselayer,Parker Lapp,https://www.linkedin.com/in/parker-lapp-b9482a78/,51-200 employees,Self-funded,2008,B2B SaaS,Horizontal,Cloud and Software Dev Tools,Medium,www.baselayer.com,https://www.linkedin.com/company/baselayer/about/,Phoenix,"1375 N. Scottsdale RD, Suite 390, Scottsdale, Arizona 85257",Infrastructure mgmt software for data centers (DCIM)
BayIQ,Jennifer Thronson,https://www.linkedin.com/in/jenniferthronson/,11-50 employees,Acquired,2015,B2B SaaS,Automotive,Sales and Marketing,Small,www.bayiq.com,https://www.linkedin.com/company/bayiq/about/,Phoenix,"7135 E Camelback Rd., Suite 360, Scottsdale, AZ 85251",Mktng suite for automotive service & repair industry
BD (Becton Dickinson),Tom Polen,https://www.linkedin.com/in/tompolen-bd-ceo/,"10,001+ employees",Self-funded,1972,B2B SaaS,Healthcare,Practice Management,Large,www.bd.com,https://www.linkedin.com/company/bd1/about/,Phoenix,"1415 W 3rd St, Tempe, AZ 85281",Automated dispensing software
BeckonCall,Dr. Jeffrey Becker,https://www.linkedin.com/in/jeffrey-becker-20596343,1-10 employees,Angel or Seed Funding,2012,B2B SaaS,Healthcare,Practice Management,Startup,beckoncall.com,https://www.linkedin.com/company/beckoncall/about/,Phoenix,"6501 E. Greenway Parkway, Suite 103-254, Scottsdale, AZ 85254, US",On call comms platform for doctors and hospitals
Bestwave,John Glitsos,https://www.linkedin.com/in/john-glitsos-5b46506/,1-10 employees,Self-funded,2000,B2B SaaS,Horizontal,Sales and Marketing,Startup,www.bestwave.com,https://www.linkedin.com/company/best-wave/about/,Phoenix,"9005 South 15th Way, Phoenix, Arizona 85042",Digital signage software
Betaciety,Robert Johnson,https://www.linkedin.com/in/robertt-johnson/,1-10 employees,Self-funded,2021,B2B SaaS,Horizontal,Sales and Marketing,Startup,betaciety.com,https://www.linkedin.com/company/betaciety/about/,Phoenix,"Phoenix, AZ",Consumer review management app
BetMaps,Null,Null,1-10 employees,Self-funded,2019,B2B SaaS,"Entertainment, Hospitality, Travel",Sales and Marketing,Startup,betmaps.com,https://www.linkedin.com/company/betmaps/about/,Phoenix,"Phoenix, AZ",Sportsbook reviews for local sports betting location
Better Agency,Will Shaw,https://www.linkedin.com/in/willshaw8/,11-50 employees,Self-funded,2019,B2B SaaS,Financial Services,Sales and Marketing,Small,www.betteragency.io,https://www.linkedin.com/company/better-agency-insurance/about/,Phoenix,"2855 E Brown Rd Suite 21, Mesa, AZ 85213",All-in-one mktg & sales platform for insurance agents
Beyondtrust,Matt Dircks,https://www.linkedin.com/in/mattdircks/,1001-5000 employees,Acquired,1985,B2B SaaS,Horizontal,Cybersecurity,Large,www.beyondtrust.com,https://www.linkedin.com/company/beyondtrust/about/,Phoenix,"5090 N 40th St #400, Phoenix, AZ 85018","Security, privileged access and vulnerability mgmt s/w"
Bhive,Daron Robertson,https://www.linkedin.com/in/daron-robertson-7462672/,11-50 employees,Self-funded,2014,B2B SaaS,Horizontal,Communications,Small,www.go.inbhive.com,https://www.linkedin.com/company/inbhive/about/,Phoenix,"6400 E GRANT RD STE 350, TUCSON, AZ 85715, US",Team communication for remote employee teams
BidTracer,"Krishan (Kris) Mehta, P.E.",https://www.linkedin.com/in/krishan-kris-mehta-p-e-76958627,51-200 employees,Self-funded,2005,B2B SaaS,Construction,Business Mgt and ERP,Medium,www.bidtracer.com,https://www.linkedin.com/company/bidtracer/about/,Phoenix,"7144 E Stetson Dr, Suite 305, Scottsdale, ARIZONA 85251",Project mgmt s/w suite for the construction industry
Billfire,John Lockhart,https://www.linkedin.com/in/john-lockhart-210b2184/,11-50 employees,Self-funded,2001,B2B SaaS,Horizontal,Accounting and Finance,Small,www.billfire.com,https://www.linkedin.com/company/billfire/about/,Phoenix,"15211 N Kierland Blvd., Scottsdale, AZ 85254",Accounts receivable automation platform
bioSyntagma,David Richardson,https://www.linkedin.com/in/david-w-richardson/,1-10 employees,Other,2015,B2B SaaS,Healthcare,Analytics and BI,Startup,www.biosyntagma.com,https://www.linkedin.com/company/biosyntagma/about/,Phoenix,"2113 S 48th St. Ste 103, Tempe, AZ 85282",Predictive analytics & biomarker discovery for cancer
Black Pearl Mail,Alexandra Wejner,https://www.linkedin.com/in/alexandra-wejner-a4ba3b112/,11-50 employees,Angel or Seed Funding,2014,B2B SaaS,Horizontal,Sales and Marketing,Small,www.blackpearlmail.com,https://www.linkedin.com/company/black-pearl-mail-limited/about/,Phoenix,"13430 N. Scottsdale Rd, Suite #108, Scottsdale, AZ 85254,",Corporate email campaign and analytics platform
"Blackboard, now part of Anthology",Jim Milton,https://www.linkedin.com/in/jim-milton-9b044416/,1001-5000 employees,Acquired,1997,B2B SaaS,Education,eLearning,Large,www.blackboard.com,https://www.linkedin.com/company/blackboard/about/,Phoenix,"22601 N 19th Ave #130, Phoenix, AZ 85027",Leading education technology platform
Blocks Edit,Ovi Demetrian Jr,https://www.linkedin.com/in/ovidem/,1-10 employees,Self-funded,2017,B2B SaaS,Horizontal,Sales and Marketing,Startup,blocksedit.com,https://www.linkedin.com/company/blocksedit/about/,Phoenix,"20050 N Cave Creek Rd, Phoenix, AZ",Email CMS for branded email marketing
Blue Yonder,Mark Morgan,https://www.linkedin.com/in/mark-morgan-542744/,5001-10000 employees,Acquired,1985,B2B SaaS,Horizontal,Logistics and Supply Chain,Large,blueyonder.com,https://www.linkedin.com/company/blueyonder/about/,Phoenix,"15059 N Scottsdale Rd Suite 400, Scottsdale, AZ 85254",Supply chain logistics and retail planning software
BlueOptima,Jason Rolles,https://www.linkedin.com/in/jason-rolles-7a1aa8/,51-200 employees,Self-funded,2006,B2B SaaS,Horizontal,Cloud and Software Dev Tools,Medium,www.blueoptima.com,https://www.linkedin.com/company/blueoptima/about/,Phoenix,"515 E Grant St, Suite #103, Phoenix, AZ 85004",Analytics platform for software developers
BlueSkiesAI,Ted Connell,https://www.linkedin.com/in/tedconnell/,1-10 employees,Self-funded,2019,B2B SaaS,Horizontal,AI and Machine Learning,Startup,blueskies.ai,https://www.linkedin.com/company/blueoptima/about/,Phoenix,"Scottsdale, AZ",Computer vision and AI software
bluetail,Roberto Guerrieri,https://www.linkedin.com/in/rguerrieri/,11-50 employees,VC-funded,2019,B2B SaaS,Aviation,Document Management,Small,bluetail.aero,https://www.linkedin.com/company/bluetail-aero/about/,Phoenix,"2390 E. Camelback Rd. #130, Phoenix, AZ 85016",Aircraft records management for business aviation
BoldLeads,Scott Perkins,https://www.linkedin.com/in/scott-perkins-6669b76/,501-1000 employees,Acquired,2014,B2B SaaS,Real Estate & Property Mgt.,Sales and Marketing,Large,boldleads.com,https://www.linkedin.com/company/boldleads/about/,Phoenix,"Chandler, AZ",Real estate lead generation platform
Botco.ai,Rebecca Clyde,https://www.linkedin.com/in/rebeccaclyde/,11-50 employees,Angel or Seed Funding,2016,B2B SaaS,Horizontal,Sales and Marketing,Small,botco.ai,https://www.linkedin.com/company/botco.ai/about/,Phoenix,"Scottsdale, AZ",Conversational marketing platform
Breault Research Organization (BRO),Matt Pobloske,https://www.linkedin.com/in/matthew-pobloske-72701111/,11-50 employees,Self-funded,1979,B2B SaaS,Horizontal,On-Demand Services,Small,www.breault.com,https://www.linkedin.com/company/breault-research-organization/about/,Phoenix,"2175 E Valencia Rd, Suite 125, Tucson, Arizona 85706, US",Optical engineering prototyping software
Breezing,Susan Huang,https://www.linkedin.com/in/susan-huang-m-s-ceo-8aa90826/,11-50 employees,Other,2012,B2B SaaS,Healthcare,Clinical,Small,breezing.com,https://www.linkedin.com/company/breezing-co-/about/,Phoenix,"1761 W University Dr., Suite 140. Tempe, AZ 85281",Mobile metabolism trackings/w for disease prevention
Brightcove,Jeff Ray,https://www.linkedin.com/in/jeff-ray-330a597/,501-1000 employees,Public,2004,B2B SaaS,Horizontal,Cloud and Software Dev Tools,Large,www.brightcove.com,https://www.linkedin.com/company/brightcove/about/,Phoenix,"1355 N. Scottsdale Road, Suite 150, SkySong 4, Scottsdale, AZ 85257",Cloud video platform and services
Brightside,Tom Spann,https://www.linkedin.com/in/tomspann/,51-200 employees,Angel or Seed Funding,2017,B2B SaaS,Horizontal,Accounting and Finance,Medium,www.gobrightside.com,https://www.linkedin.com/company/gobrightside/about/,Phoenix,"55 N Arizona Pl, Suite 205, Chandler, Arizona 85225, US",Employer-recommended financial solutions platform
Broadcom,Marla Schimke,https://www.linkedin.com/in/marlaschimke/,"10,001+ employees",Acquired,1991,B2B SaaS,Horizontal,IT Mgt,Large,www.broadcom.com,https://www.linkedin.com/company/broadcom/about/,Phoenix,"500 North Juniper Drive, Chandler Corporate Center, Suite 200, Floor 2, Chandler, Arizona 85226",Enterprise software
Broadly,Mindy Lauck,https://www.linkedin.com/in/mindylauck/,51-200 employees,VC-funded,2013,B2B SaaS,Horizontal,Sales and Marketing,Medium,broadly.com,https://www.linkedin.com/company/broadly/about/,Phoenix,"Phoenix, AZ",Customer management for local businesses
Business Warrior,Rhett Doolittle,https://www.linkedin.com/in/rhettdoolittle/,11-50 employees,Self-funded,2014,B2B SaaS,Horizontal,Sales and Marketing,Small,businesswarrior.com,https://www.linkedin.com/company/businesswarriorlife/about/,Phoenix,"Tempe, AZ",Marketing metrics platform
BusinessWare Services (BWSI),Matthew Kinney,https://www.linkedin.com/in/matthew-kinney-1b03912a/,11-50 employees,Acquired,1981,B2B SaaS,Horizontal,HR and Recruiting,Small,www.bwsi.com,https://www.linkedin.com/company/businessware-services-inc-/about/,Phoenix,"2400 W. Dunlap Ave., Suite 320, Phoenix, AZ 85021, US",Front office staffing software
Cad Int,Null,Null,1-10 employees,Self-funded,2011,B2B SaaS,Horizontal,On-Demand Services,Startup,www.cadint.com,https://www.linkedin.com/company/busykid/about/,Phoenix,"Sun City, AZ",PCB software
CADTEL system,Chris Fort,https://www.linkedin.com/in/chris-fort-73438b9/,51-200 employees,Self-funded,1985,B2B SaaS,"Energy, Gas, Oil, Utilities",IT Mgt,Medium,www.cadtel.com,https://www.linkedin.com/company/cadtel-system/about/,Phoenix,"2801 E Camelback Rd. Suite 200 Phoenix, AZ 85016",Service fulfillment s/w for communications providers
Cadzation,Rodney McManamy,https://www.linkedin.com/in/rodney-mcmanamy-3060914/,11-50 employees,Self-funded,2001,B2B SaaS,Manufacturing,Automation,Small,www.cadzation.com,https://www.linkedin.com/company/cadtel-system/about/,Phoenix,"9221 E. Baseline Road, Suite 109-200, Mesa, AZ 85209",CAD to PDF conversion software
Caliber Software,Beth Knutson,https://www.linkedin.com/in/bethknutsonmarketingandevents/,11-50 employees,Acquired,2000,B2B SaaS,Real Estate & Property Mgt.,Accounting and Finance,Small,www.calibersoftware.com,https://www.linkedin.com/company/frontsteps1/about/,Phoenix,"Phoenix, AZ",Accounting & account mgmt software for communities
Callingly,Leon Klepfish,https://www.linkedin.com/in/leonklepfish/,1-10 employees,Angel or Seed Funding,2016,B2B SaaS,Horizontal,Sales and Marketing,Startup,callingly.com,https://www.linkedin.com/company/callingly/about/,Phoenix,"4848 E Cactus Rd, #505-415, Scottsdale, AZ 85254",Call management software for salespeople using CRM
CampusLogic,Gregg Scoresby,https://www.linkedin.com/in/greggscoresby,51-200 employees,Private Equity funding,2011,B2B SaaS,Education,Student Mgt,Medium,campuslogic.com,https://www.linkedin.com/company/campuslogic/about/,Phoenix,"1340 S Spectrum Blvd, Chandler, AZ 85286",College financial aid application platform
Carvin Software,Carvin Wilson,https://www.linkedin.com/in/carvinwilson/,11-50 employees,Self-funded,2004,B2B SaaS,Horizontal,HR and Recruiting,Small,www.carvinsoftware.com,https://www.linkedin.com/company/carvin-software/about/,Phoenix,"70 S Val Vista Dr A3, Gilbert, AZ 85296",Staffing and office efficiency software
CellTrust,Sean Moshir,https://www.linkedin.com/in/seanmoshir/,51-200 employees,Acquired,2006,B2B SaaS,Horizontal,Cybersecurity,Medium,www.celltrust.com,https://www.linkedin.com/company/celltrust-corp-/about/,Phoenix,"14822 N 73rd St, Scottsdale, AZ 85260",Enterprise mobile communications compliance
Centauri Health Solutions,Adam Miller,https://www.linkedin.com/in/adam-miller-4a69444/,1001-5000 employees,VC-funded,2014,B2B SaaS,Healthcare,Accounting and Finance,Large,www.centaurihs.com,https://www.linkedin.com/company/centauri-health-solutions/about/,Phoenix,"16260 North 71st Street, Suite 350, Scottsdale, AZ 85254",Risk adj. software for healthcare insurance providers
Cerebrum,Gregg Lahti,https://www.linkedin.com/in/gregglahti/,11-50 employees,Self-funded,2009,B2B SaaS,Healthcare,Business Mgt and ERP,Small,cerebrumcorp.com,https://www.linkedin.com/company/cerebrum-corp/about/,Phoenix,"2227 W Pecos Rd #4, Chandler, AZ 85224, US",Pathology lab management software
Cerner,Brent Shafer,https://www.linkedin.com/in/brentshafer2/,"10,001+ employees",Public,1979,B2B SaaS,Healthcare,Practice Management,Large,www.cerner.com,https://www.linkedin.com/company/cerner-corporation/about/,Phoenix,"1121 W Warner Rd, Tempe, AZ 85284",Software platform for healthcare industry
Certive Health,Tom Marreel,https://www.linkedin.com/in/tom-marreel-06a05219/,51-200 employees,Self-funded,2013,B2B SaaS,Healthcare,Practice Management,Medium,certive.com,https://www.linkedin.com/company/certive-solutions-inc/about/,Phoenix,"8149 N 87th Pl, Scottsdale, AZ 85258",Revenue cycle management for healthcare
CFM,John W Smith,https://www.linkedin.com/in/john-w-smith-b605506/,51-200 employees,Private Equity funding,2006,B2B SaaS,Financial Services,Business Mgt and ERP,Medium,www.whycfm.com,https://www.linkedin.com/company/cash-flow-management-inc./about/,Phoenix,"1232 E Baseline Rd, Tempe, Arizona 85283, US",Cash automation software for financial institutions
ChangeSync,Kate Tripalin DeGon,https://www.linkedin.com/in/kate-tripalin-degon-bbb64046/,1-10 employees,Self-funded,2017,B2B SaaS,Horizontal,HR and Recruiting,Startup,changesync.com,https://www.linkedin.com/company/changesync/about/,Phoenix,"1733 N Greenfield Rd, Suite 101, Mesa, AZ, 85205, US",Organizational change management software
Chassi,Andrew Zwerner,https://www.linkedin.com/in/andrew-zwerner/,11-50 employees,Angel or Seed Funding,2016,B2B SaaS,Horizontal,IT Mgt,Small,www.chassi.com,https://www.linkedin.com/company/chassi/about/,Phoenix,"515 E Grant St, 150, Phoenix, Arizona 85004","Cloud-based, live process intelligence tool"
Chime Technologies,Joe Chen,https://www.linkedin.com/in/joe-chen-bbaa6253/,51-200 employees,Self-funded,2016,B2B SaaS,Horizontal,Sales and Marketing,Medium,chime.me,https://www.linkedin.com/company/chime-crm/about/,Phoenix,"2828 N. Central Avenue, Phoenix, AZ 85004",Mktg and CRM software for real estate professionals
CIRQ+,Yani Deros,https://www.linkedin.com/in/yani-deros/,11-50 employees,Angel or Seed Funding,2016,B2B SaaS,"Entertainment, Hospitality, Travel",Automation,Small,www.cirqplus.com,https://www.linkedin.com/company/cirqplus/about/,Phoenix,"1475 Scottsdale Road, Suite 100, Scottsdale, AZ 85257",IoT Autonomous disinfecting robots
